Product Name,Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
【现货】LUPICIA 绿碧茶园 迷你金罐茶包礼盒 3罐,snacks,8.00,217.89,217.92,0.03
肌肤之钥 CPB 身体防晒乳霜 75ml,beauty,5.00,449.28,449.30,0.03
Jellycat 史蒂夫蜗牛柔软毛绒玩具 18cm,maternal,4.00,96.26,96.28,0.02
POLA 黑BA 化妆水 120ml 弹润饱满,beauty,4.00,858.62,858.64,0.02
立喜乐 果汁满满蒟蒻果冻,snacks,39.00,69.34,69.36,0.02
POLA White Shot QX 美白淡斑面膜 5组,beauty,2.00,237.11,237.12,0.01
Jellycat 淘气加州寿司柔软毛绒玩具 10cm,maternal,4.00,52.51,52.52,0.01
POLA 红BA 臻红碧艾修护滋养面霜 50g,beauty,2.00,119.11,119.12,0.01
POLA WHITISSIMO 高效美白防晒乳 SPF50+,beauty,2.00,87.43,87.44,0.01
PAUL&JOE 光感亮肌妆前隔离乳 30ml,beauty,3.00,153.11,153.12,0.01
【日本专柜版】SKII 小布丁免洗睡眠面膜 6枚,beauty,2.00,300.37,300.38,0.01
Jellycat 淘气寿司卷柔软毛绒玩具 10cm,maternal,4.00,52.51,52.52,0.01
东明大桥 茶树菇 170g,snacks,26.00,91.00,91.01,0.01
Jellycat 趣味草莓柔软毛绒玩具 27cm,maternal,4.00,93.79,93.80,0.01
拉杜丽 古典蕾丝亮颜蜜粉 20g,beauty,2.00,94.17,94.18,0.01
mimo M-12 V8充电套装,life,12.00,30.78,30.78,0.00
后 津率享 红华凝香洁面膏套装 2件装 180ml+30ml,beauty,1.00,47.20,47.20,0.00
后 津率享 眼霜20ml套盒装 special set,beauty,1.00,144.00,144.00,0.00
后 津率亨 红华系列礼盒套装7件套,beauty,1.00,220.00,220.00,0.00
后 拱辰享 水沄水乳礼盒 308ml,beauty,1.00,111.20,111.20,0.00
后 拱辰享 气韵生润颜系列礼盒 7件装,beauty,1.00,192.00,192.00,0.00
后 拱辰享 气津阴阳平衡水乳两件套限量版 送口红盘 special set,beauty,1.00,123.20,123.20,0.00
MC131202#小树苗12入三角正姿铅笔,life,4.00,4.16,4.16,0.00
日本珂润Curel  超保湿补水美白旅行套装 （化妆水30ml+面霜10g）,beauty,22.00,233.86,233.86,0.00
【限购，每人1包 (50个)】Valley 防尘一次性口罩 50个装,life,40.00,420.00,420.00,0.00
安耐晒 儿童物理防晒霜倍呵防晒乳 60ml 专为儿童肌肤设计,maternal,5.00,190.00,190.00,0.00
布尔本 葡萄干果酱夹心软曲奇,snacks,41.00,82.00,82.00,0.00
23 YEARS OLD 维他命美白15秒修护霜 50g,beauty,36.00,468.00,468.00,0.00
【全新升级】澳尔滨 EXAGE WHITE 清新焕白平衡渗透乳 200g,beauty,2.00,139.24,139.24,0.00
【湖南特产】劲仔 厚豆干 25gx20包 厚道中国味,snacks,1.00,4.24,4.24,0.00
劲仔 香辣可口小鱼干系列 湖南网红特产 休闲即食,snacks,3.00,12.72,12.72,0.00
BELLUGA 氨基酸秀发损伤修复乳液,beauty,4.00,72.00,72.00,0.00
麒麟 ZERO HI 冰零无酒精碳酸饮料 350ml,snacks,31.00,62.00,62.00,0.00
音都 带麦克风 Extra Bass 耳机 YD-ST1B,life,14.00,49.00,49.00,0.00
Kouji Hime Face Mask 日本 糀姫 日本酒浓密精华弹力素保湿面膜 7片,beauty,5.00,33.00,33.00,0.00
N's Collection 日抛美瞳彩色隐形眼镜10片装 橙棕色,beauty,12.00,188.40,188.40,0.00
甘乐 Pure 新鲜水果夹心软糖,snacks,4.00,15.32,15.32,0.00
【皇牌产品】IPSA ME自律循环乳 抗敏感SE系列 175ml,beauty,4.00,296.88,296.88,0.00
It's Skin Babyface 简单一步隔离霜 35g 粉色,beauty,2.00,11.00,11.00,0.00
It's Skin Babyface 无痕小粉饼 5g 两色可选,beauty,3.00,16.50,16.50,0.00
It's Skin Babyface 无痕BB霜 35g 两款可选,beauty,6.00,24.00,24.00,0.00
It's Skin Babyface 天使腮红 4g,beauty,33.00,165.00,165.00,0.00
N's Collection 日抛美瞳彩色隐形眼镜10片装 热巧克力棕,beauty,35.00,549.50,549.50,0.00
N's Collection 日抛美瞳彩色隐形眼镜10片装 鸡尾酒灰,beauty,35.00,549.50,549.50,0.00
SHIRO 红豆磨砂膏 全身可用去角质 130g,beauty,5.00,193.45,193.45,0.00
THE GINZA银座 贵妇能量化妆水 200ml,beauty,2.00,497.42,497.42,0.00
肌肤之钥 CPB钻光粉底液 30ml,beauty,3.00,433.08,433.08,0.00
POLA 红BA 臻红碧艾保湿化妆水 120ml,beauty,2.00,194.90,194.90,0.00
日本 蜜珂思摩 白肌 WHITE LABEL 胎盘素美肌面膜 滋润保湿面膜 130g,beauty,1.00,12.00,12.00,0.00
Lil Moon 日抛美瞳彩色隐形眼镜10枚装 蓝灰色,beauty,35.00,558.60,558.60,0.00
THE GINZA银座 贵妇保湿面膜 6片,beauty,2.00,497.42,497.42,0.00
Lil Moon 日抛美瞳彩色隐形眼镜10枚装 巧克力色,beauty,35.00,558.60,558.60,0.00
Lil Moon 日抛美瞳彩色隐形眼镜10枚装 灰色,beauty,35.00,558.60,558.60,0.00
Lil Moon 日抛美瞳彩色隐形眼镜10枚装 棕色,beauty,35.00,558.60,558.60,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 蓝灰色,beauty,5.00,79.80,79.80,0.00
立顿 金装倍醇奶茶 12包,snacks,8.00,56.00,56.00,0.00
【网红热推】Esthe Pro Labo 减肥养颜草本茶 30本入,beauty,13.00,507.00,507.00,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 蓝灰色,beauty,30.00,429.90,429.90,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 巧克力色,beauty,5.00,79.80,79.80,0.00
FIRSTCLASS 2.4A 双USB接口车载充电器 1枚入,appliances,14.00,56.00,56.00,0.00
FRACORA V90持续性诱导体美容粉 30粒装,beauty,6.00,216.00,216.00,0.00
东明大桥 印尼万里望花生 (蒜蓉味/咸酥味) 300g,snacks,53.00,106.00,106.00,0.00
日本 豆腐の盛田屋 豆腐乳酪滋养面膜 玫瑰果&amp;巴西莓 5pcs 蓝色,beauty,7.00,54.60,54.60,0.00
Jellycat 害羞蝙蝠柔软毛绒玩具,maternal,3.00,57.54,57.54,0.00
Skydolphin 带麦有线耳机 SR02,life,15.00,47.25,47.25,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 巧克力色,beauty,30.00,429.90,429.90,0.00
Goldfish 3.5mm AUX尼龙音频线 1枚入,appliances,15.00,33.75,33.75,0.00
Goldfish Android 安卓 Type-C 尼龙USB数据线 10寸/3米 黑色,appliances,6.00,26.94,26.94,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 灰色,beauty,5.00,79.80,79.80,0.00
Jellycat 胖胖小猪柔软毛绒玩具 29cm,maternal,1.00,24.07,24.07,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 灰色,beauty,30.00,429.90,429.90,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 浅棕色,beauty,5.00,79.80,79.80,0.00
【限量版】后 秘贴 焕然修护精华液 90ml*2支装,beauty,1.00,440.00,440.00,0.00
【限量版】HABA 深海纯透洁肤露套装 11pcs,beauty,5.00,180.00,180.00,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 浅棕色,beauty,30.00,429.90,429.90,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 浅棕色,beauty,5.00,79.80,79.80,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 浅棕色,beauty,30.00,429.90,429.90,0.00
韩国 HEIMISH 天然固体精油全效清洁卸妆膏 120g,beauty,2.00,45.70,45.70,0.00
Panda 熊猫牌干衣机 烘干机 4kg (PAN40SF) / 6kg (PAN60SF),appliances,2.00,600.60,600.60,0.00
智能电动蒜蓉器,appliances,10.00,84.00,84.00,0.00
【范爷推荐】韩国 唯兰颂 茶秘金箔面膜 黄金侠急救面膜 5pcs,beauty,2.00,33.60,33.60,0.00
山鬼衣物除菌除味喷雾套装,life,2.00,12.60,12.60,0.00
日本 豆腐の盛田屋 豆腐乳酪面膜 保湿滋润 5pcs 粉色,beauty,2.00,15.60,15.60,0.00
SUM:37度呼吸 晶透净肤泡沫洁面乳套装,beauty,1.00,32.00,32.00,0.00
悦诗风吟 绿茶精粹平衡水乳面霜旅行套盒,beauty,2.00,90.00,90.00,0.00
N's Collection 日抛美瞳彩色隐形眼镜10片装 抹茶拿铁棕,beauty,35.00,549.50,549.50,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 浅灰色,beauty,5.00,79.80,79.80,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 浅灰色,beauty,30.00,429.90,429.90,0.00
【二合一】Pisen 品胜 剃须刀+5000mAh充电宝 SMPX302,appliances,5.00,75.00,75.00,0.00
扇雀饴本铺 纪州产南高梅 3味酸梅糖,snacks,4.00,13.00,13.00,0.00
Lil Moon 月抛美瞳彩色隐形眼镜2枚装 棕色,beauty,5.00,79.80,79.80,0.00
Lil Moon 月抛美瞳彩色隐形眼镜1枚装 棕色,beauty,30.00,429.90,429.90,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 粉棕色,beauty,36.00,432.00,432.00,0.00
日本 豆腐の盛田屋 豆腐乳酪面膜 抗衰老 5pcs 红色,beauty,7.00,54.60,54.60,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 元气棕,beauty,28.00,336.00,336.00,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 棕色,beauty,36.00,432.00,432.00,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 巧克力棕,beauty,36.00,432.00,432.00,0.00
韩国 捷俊 玫瑰净白焕能水润套装 5pcs,beauty,1.00,35.37,35.37,0.00
LULULUN ONE 顶级补水修复面膜 5pcs,beauty,7.00,128.03,128.03,0.00
韩国 捷俊 精粹舒缓修护套装 5pcs,beauty,3.00,106.11,106.11,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 亮棕色,beauty,36.00,432.00,432.00,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 橙棕色,beauty,36.00,432.00,432.00,0.00
Hello Sunshine 日抛美瞳彩色隐形眼镜10枚装 黄棕色,beauty,36.00,432.00,432.00,0.00
吃出逆龄美肌！Esthe Pro Labo胶原蛋白 美白果冻 20g*30包,beauty,2.00,218.40,218.40,0.00
韩国 捷俊 黄金雪花金箔去角质凝胶 120ml,beauty,4.00,60.00,60.00,0.00
Revia 日抛美瞳彩色隐形眼镜10枚装 琥珀棕,beauty,35.00,605.50,605.50,0.00
虹雅堂 小动物肩部冷暖敷 肩罩 3款可选,beauty,8.00,115.20,115.20,0.00
Sensi 医用3层口罩 50入,life,60.00,2394.00,2394.00,0.00
椰树牌 正宗椰子汁 1L装,snacks,1.00,3.00,3.00,0.00
虹雅堂 小动物眼部冷暖敷 眼罩 3款可选,beauty,7.00,67.20,67.20,0.00
爽健美茶 无糖大麦茶 不含咖啡因 600ml,snacks,19.00,34.20,34.20,0.00
Revia 日抛美瞳彩色隐形眼镜10枚装 浅褐色,beauty,35.00,605.50,605.50,0.00
韩国 春雨 果蔬能量深层保湿补水祛痘蔬菜水果面膜 10pcs 红色,beauty,6.00,81.00,81.00,0.00
Jellycat 暴风章鱼柔软毛绒玩具,maternal,7.00,304.91,304.91,0.00
Revia 日抛美瞳彩色隐形眼镜10枚装 渐变啡色,beauty,35.00,605.50,605.50,0.00
韩国 珂莱欧 菲丽菲拉 PERIPERA 魅惑水润唇彩 01号 紫粉色 8ml,beauty,8.00,64.00,64.00,0.00
韩国 珂莱欧 菲丽菲拉 PERIPERA 魅惑水润唇彩 02号 玫粉色 8g,beauty,4.00,32.00,32.00,0.00
Revia 日抛美瞳彩色隐形眼镜10枚装 米灰色,beauty,35.00,605.50,605.50,0.00
ChouChou 日抛美瞳彩色隐形眼镜10枚装 柠檬绿,beauty,8.00,124.56,124.56,0.00
韩国 美法扎 V脸紧致提拉面膜 1pc,beauty,6.00,58.80,58.80,0.00
ChouChou 日抛美瞳彩色隐形眼镜10枚装 橘棕色,beauty,8.00,124.56,124.56,0.00
日本 ALFACE+ 保湿水润面膜弹力深黑款 5pcs 黑粉色,beauty,3.00,42.00,42.00,0.00
日本 ALFACE+ 保湿水润面膜钻石水润款 5pcs 粉色,beauty,6.00,84.00,84.00,0.00
日本 ALFACE+ 抗保湿清洁衰老新生面膜 5pcs 黑紫色,beauty,6.00,84.00,84.00,0.00
ChouChou 日抛美瞳彩色隐形眼镜10枚装 桃粉色,beauty,8.00,124.56,124.56,0.00
ChouChou 日抛美瞳彩色隐形眼镜10枚装 栗子棕,beauty,8.00,124.56,124.56,0.00
日本 ALFACE+ 白金高保湿水润面膜 5pcs 橙色,beauty,2.00,24.00,24.00,0.00
韩国 谜尚 奥普 A'PIEU 水光唇釉口红染唇液深豆沙色RD03 4g,beauty,3.00,23.67,23.67,0.00
韩国 香蒲丽 木炭水光面膜 涂抹式软膜面膜 1pc,beauty,7.00,56.00,56.00,0.00
PienAge 55% 日抛美瞳彩色隐形眼镜12枚装 棕色,beauty,30.00,519.00,519.00,0.00
韩国 香蒲丽 面膜 涂抹式软膜面膜 1pc 银色,beauty,6.00,48.00,48.00,0.00
SANA 晨用清洁懒人湿巾 洁面+化妆水+保湿护理 35片装,beauty,4.00,35.96,35.96,0.00
日本Lishan马油身体乳 樱花香型 200g,beauty,12.00,84.00,84.00,0.00
韩国 香蒲丽 黄金水光面膜 涂抹式软膜面膜 1pc,beauty,6.00,48.00,48.00,0.00
PienAge 55% 日抛美瞳彩色隐形眼镜12枚装深棕色,beauty,30.00,519.00,519.00,0.00
N's Collection 日抛 美瞳彩色隐形眼镜 10片装 自然灰,beauty,35.00,549.50,549.50,0.00
mon loulou 高保湿乳木果油洗发水 400ml,beauty,6.00,99.00,99.00,0.00
三得利 CC柠檬汁 富含VC 350ml,snacks,30.00,54.00,54.00,0.00
mon loulou 高保湿乳木果油护发素 400ml,beauty,6.00,115.20,115.20,0.00
N's Collection 日抛美瞳彩色隐形眼镜 10片装 橙棕色,beauty,23.00,361.10,361.10,0.00
16 BRAND 云朵素颜霜 两色可选,beauty,15.00,234.00,234.00,0.00
mon loulou 高保湿乳木果油身体喷雾 150ml,beauty,6.00,102.60,102.60,0.00
PienAge 55% 日抛美瞳彩色隐形眼镜12枚装 琥珀色,beauty,30.00,519.00,519.00,0.00
PienAge 55% 日抛美瞳彩色隐形眼镜12枚装 亮棕色,beauty,30.00,519.05,519.05,0.00
iPhone Xs Max／XR 可放ID折叠帆布钱包款手机壳,appliances,23.00,105.75,105.75,0.00
iPhone Xs Max／XR 可放ID折叠皮革钱包款手机壳,appliances,23.00,129.00,129.00,0.00
艾杜纱 保湿润唇膏 3g,beauty,12.00,167.64,167.64,0.00
魔法森林 &amp; 火鸡面合作限量气垫BB (#01明亮色/#02自然色) 10g+5g (替换装),beauty,10.00,132.00,132.00,0.00
艾杜纱 草本修护护唇精华液 10g,beauty,12.00,196.92,196.92,0.00
【日本限定】一荣 芥末紫菜天妇罗饼干 126g,snacks,4.00,16.96,16.96,0.00
PienAge 55% 日抛美瞳彩色隐形眼镜12枚装 金棕色,beauty,30.00,519.00,519.00,0.00
POLA 抗糖丸黑BA抗糖丸 180粒,beauty,1.00,227.87,227.87,0.00
森永 月光鸡蛋黄油小麦特浓曲奇饼干 14枚,snacks,31.00,77.50,77.50,0.00
日本 高丝 雪肌精 SEKKISEI 化妆水超值组合 赠送面霜 洁面小样 3pcs（360ml+19ml+19ml）保湿型,beauty,5.00,184.80,184.80,0.00
AC x SANRIO 奇迹无痕蜜粉 7款入 10g,beauty,9.00,72.00,72.00,0.00
森永 玛丽曲奇饼干 21枚,snacks,40.00,100.00,100.00,0.00
OHANA MAHAALO 少女香水日暖洋洋 女士淡香水古龙水edc 30ml,beauty,6.00,97.20,97.20,0.00
5111置物架(简易粘贴型),life,3.00,14.94,14.94,0.00
神秘礼物,Default,1.00,0.00,0.00,0.00
iPhone Xs／X 主题款手机壳,appliances,16.00,64.00,64.00,0.00
安耐晒 2020限定金色迷你 防晒霜 20ml,life,6.00,88.80,88.80,0.00
星巴克 2020年限定樱花珍珠不锈钢随身瓶 355ml,life,2.00,120.94,120.94,0.00
星巴克 2020年限定樱花吊饰矽胶杯盖不锈钢杯 355ml,life,2.00,97.46,97.46,0.00
星巴克 2020年限定樱花玻璃保温杯 473ml,life,2.00,88.66,88.66,0.00
星巴克 2020年限定樱花珍珠随行杯 473ml,life,2.00,68.14,68.14,0.00
星巴克 2020年限定樱花不锈钢随身瓶 355ml,life,2.00,109.20,109.20,0.00
星巴克 2020年限定樱花不锈钢随行杯 355ml,life,2.00,106.26,106.26,0.00
星巴克 2020年 限定樱花杯,life,2.00,112.14,112.14,0.00
MIMO 苹果iPhone 充电器,appliances,8.00,21.20,21.20,0.00
HABA 角鲨烷温泉水保湿喷雾,beauty,6.00,82.80,82.80,0.00
十月初五 奶油小蛋卷 120g,snacks,1.00,4.24,4.24,0.00
H038#珠光福牌挂月历,N/A,5.00,7.50,7.50,0.00
Loretta 玫瑰香 顶级修护免洗护发精油 升级版 100ml,beauty,8.00,235.20,235.20,0.00
澳尔滨 清新焕白渗透乳 200g,beauty,3.00,208.86,208.86,0.00
【2019日本零食大赏】日清 兵卫泡面 乌冬面/荞麦面,snacks,2.00,5.00,5.00,0.00
第一三共药用美白精华EX II 30g,beauty,4.00,191.48,191.48,0.00
SHO-BI 天然蒟蒻纤维洁面扑,beauty,3.00,30.60,30.60,0.00
BOTANIST BODY CARE MOIST SET,beauty,1.00,20.00,20.00,0.00
RMK 玫瑰卸妆膏 100g,beauty,3.00,112.50,112.50,0.00
CLG1303唇彩（珊瑚粉）,beauty,30.00,26.70,26.70,0.00
SON&PARK 焕彩隔离霜,beauty,3.00,54.00,54.00,0.00
加拿大Unique Ginseng 人参护肤系列,beauty,14.00,358.00,358.00,0.00
雪花秀 致美臻妍气垫粉底液 13号 浅粉色,beauty,3.00,192.00,192.00,0.00
Skinvill 温感卸妆啫喱 200g,beauty,6.00,126.00,126.00,0.00
【买1送1】甑糕 双枣八宝 / 紫薯糯小米 / 五仁桂花 360g,Snacks,26.00,59.80,59.80,0.00
拉杜丽 玫瑰水润身体防晒乳 101ml,beauty,3.00,132.67,132.66,-0.01
澳尔滨 健康水洁面皂 100g,beauty,2.00,120.15,120.14,-0.01
Jellycat 趣味冰淇淋钥匙扣,maternal,3.00,37.36,37.35,-0.01
Jellycat 害羞乌龟柔软毛绒玩具,maternal,6.00,77.41,77.40,-0.01
凛希 臻颜化妆水 敏感肌可用,beauty,3.00,36.00,35.98,-0.02
日本金鸟 防蚊手环 30枚/包 驱蚊神器,maternal,2.00,18.00,17.98,-0.02
天乃屋 歌舞伎杨米果 180g,snacks,2.00,7.42,7.39,-0.03
三得利 ALL-FREE无酒精啤酒,snacks,35.00,75.25,75.22,-0.03
Maruto 长崎蜂蜜海绵蛋糕 6个入,snacks,12.00,54.00,53.95,-0.05
日东红茶 桑格利亚热带水果风味冲剂 10包入,snacks,9.00,38.16,38.09,-0.07
明治 迪士尼限定款 儿童果汁QQ糖 41g,maternal,13.00,25.35,25.28,-0.07
乐天 皮卡丘造型软糖 葡萄味 28g,snacks,31.00,40.69,40.61,-0.08
王致和 韭花酱 320g 北京地道风味,snacks,3.00,5.07,4.99,-0.08
童星 零食点心面 干脆面 宽面 73g,snacks,27.00,56.25,56.16,-0.09
老街口 焦糖花生 500g,snacks,7.00,21.00,20.90,-0.10
LUPICIA白桃煎茶罐装50g,snacks,4.00,63.12,62.96,-0.16
桃哈多 忍者盐味爆米花 60g,snacks,25.00,50.00,49.82,-0.18
海玉石头饼(新版原味)  168g,Snacks,4.00,7.20,7.02,-0.18
协和纸工 小颜美人PM2.5口罩 5枚入,life,3.00,4.92,4.73,-0.19
佳禾有机绿豆 400g,Snacks,4.00,10.00,9.75,-0.25
东明大桥 调味精选 五香粉 150g,snacks,23.00,34.50,34.23,-0.27
Tarami 水果多多果肉果冻 寒天代餐 230g,snacks,138.00,264.60,264.32,-0.28
格力高 每日果实能量棒 低卡营养饱腹,snacks,165.00,298.81,298.46,-0.35
朝日 抑制脂肪吸收炭酸水 490ml,snacks,20.00,36.00,35.64,-0.36
卫龙 番茄味山药脆片 40g,snacks,12.00,23.00,22.60,-0.40
日东红茶 朗姆酒香味速溶阿萨姆奶茶 6小包/盒,snacks,7.00,45.15,44.73,-0.42
泰好家 鲜手采芒果干 60g,snacks,2.00,4.20,3.75,-0.45
东明大桥 土茯苓 227g,snacks,59.00,177.00,176.53,-0.47
旺旺 厚烧海苔米饼 150g,snacks,2.00,5.08,4.61,-0.47
朝日 无酒精卡酷鸡尾酒 350ml,snacks,71.00,142.00,141.52,-0.48
布尔本 Q弹好吃条形软糖,snacks,169.00,266.70,266.22,-0.48
桃哈多 皮卡丘造型 巧克力味饼干 内附贴纸 23g,snacks,36.00,72.00,71.51,-0.49
乐事无限薯片 桶装,snacks,1.00,2.00,1.50,-0.50
GIK 火山泥补水清洁泥膜 7入,beauty,4.00,25.20,24.64,-0.56
怡滨 北海道牛乳味牛奶硬糖 100g,snacks,3.00,7.98,7.33,-0.65
台式加厚炉架 20.5cm,life,1.00,1.21,0.53,-0.68
旺仔泡芙 多种味 60G,snacks,23.00,27.60,26.89,-0.71
浪里个浪 玉米浓汤味65G,Snacks,3.00,5.40,4.68,-0.72
泰好家 鲜手采香水椰子脆片 60g,snacks,1.00,2.10,1.36,-0.74
正大冰糖银耳雪梨羹 280g,Snacks,7.00,10.50,9.75,-0.75
乐而雅  F透气棉柔 纤巧夜用卫生巾 30cm 10片,beauty,4.00,27.96,27.19,-0.77
龟田制果 海苔卷米饼 10包,snacks,1.00,2.08,1.22,-0.86
麒麟 直火咖啡 香浓黑咖啡 400ml,snacks,3.00,5.50,4.64,-0.86
宝之素 经典港式甜品 椰汁西米露 方便好味道,snacks,5.00,15.00,14.06,-0.94
春日井 100%果汁什锦软糖 53g,snacks,24.00,36.80,35.82,-0.98
「 牛尔亲研」 森玫瑰水润保湿套装,beauty,1.00,32.19,31.19,-1.00
童星 点心面 人气休闲零食,snacks,20.00,30.00,28.99,-1.01
有友 山椒笋尖 泡椒蔬菜下饭菜 重庆特产 100g,snacks,1.00,1.06,0.00,-1.06
日本 TESCOM 精油直发卷发两用内扣不伤发离子卷发棒吹风梳 1pc 白色,appliances,3.00,195.00,193.89,-1.11
Furuta 铜锣烧曲奇饼干 北海道产,snacks,61.00,190.15,189.03,-1.12
碧柔 UV防晒 水感精华隔离啫喱 防紫外线户外海边防晒乳 SPF50+ PA++++,beauty,5.00,75.00,73.86,-1.14
A1#龙津金装牙签,life,1.00,1.34,0.00,-1.34
大白兔奶糖 60周年纪念铁盒 228g,snacks,8.00,61.12,59.67,-1.45
湖池屋 三角脆玉米薯片 60g,snacks,26.00,56.24,54.74,-1.50
iPhone Xs Max／XR 光面防滑款手机壳,appliances,22.00,74.00,72.50,-1.50
上岛咖啡店 牛奶／黑糖咖啡 270ml,snacks,2.00,4.00,2.44,-1.56
Cileo Hair Color Cream EX 美源发采泡泡染发剂,beauty,5.00,55.55,53.97,-1.58
布尔本 帆船巧克力饼干 香草味 12枚入,snacks,2.00,4.06,2.47,-1.59
春日井 什锦果汁软糖 水果QQ糖,snacks,30.00,90.84,89.22,-1.62
宝之素 港式甜品 杨枝甘露,snacks,2.00,6.00,4.33,-1.67
【晒单赠品】皇室香 冷藏库用活性炭脱臭剂,life,1.00,1.74,0.00,-1.74
【新出道】蒙牛 真果粒 芒果果粒牛奶饮品 250ml,snacks,2.00,1.83,0.00,-1.83
蒙牛 真果粒 草莓果粒牛奶饮品 250ml,snacks,2.00,1.83,0.00,-1.83
五丰行 五丰牌 银丝米粉 300g,snacks,64.00,80.00,78.09,-1.91
OnCheonJi 韩国调味海苔 内含10小包,snacks,92.00,276.00,274.08,-1.92
ZHONGJING 8CM不锈钢火锅漏勺,life,8.00,7.60,5.58,-2.02
Tarami 香浓零卡果冻 寒天代餐 195g,snacks,3.00,6.25,4.20,-2.05
雀巢 Excella 特浓速溶咖啡 12条,snacks,27.00,81.00,78.76,-2.24
蒙牛 真果粒牛奶饮品 250g/瓶,snacks,4.00,3.76,1.50,-2.26
格力高 豆乳豆渣代餐饼干 110g,snacks,2.00,7.00,4.70,-2.30
拉杜丽 花瓣腮红刷,beauty,1.00,83.36,80.99,-2.37
20228 18夹晒衣架,life,1.00,2.42,0.00,-2.42
桃哈多 暴君特浓辛辣薯圈 50g,snacks,3.00,6.25,3.78,-2.47
藏王高原农园 袋装即食甜点 1人份,snacks,38.00,66.00,63.53,-2.47
UCC 单品焙煎综合咖啡 260g,snacks,58.00,116.00,113.51,-2.49
900S 750毫升 超声波清洗机 震动清洁器,appliances,1.00,47.25,44.75,-2.50
四洲 牧场牛奶软糖,snacks,8.00,20.32,17.78,-2.54
森永 Choice小麦黄油曲奇饼干 14枚,snacks,32.00,80.69,78.12,-2.57
可口可乐 AQUARIUS 白桃能量水 500ml,snacks,44.00,79.20,76.63,-2.57
APP下单礼物,Default,1.00,2.62,0.00,-2.62
芬达 限定激情血橙汽水 490ml,snacks,4.00,7.20,4.50,-2.70
桃哈多 哆啦A梦 30款图案限定奶酪味饼干 内附贴纸 20g,snacks,44.00,88.00,85.10,-2.90
森永 颗颗杏仁粒曲奇饼干 12枚入,snacks,4.00,10.00,7.00,-3.00
日本 TESCOM 负离子蒸汽 直发卷发两用卷发棒 Tpw2632 620g 金色,appliances,2.00,150.00,146.81,-3.19
虎牌 不锈钢真空食物焖烧杯 MCJ-A050 500毫升,life,1.00,37.52,34.21,-3.31
【乔欣推荐】布尔本 80卡系列 豆乳威化饼/酵母苏打饼/五谷饼干,snacks,35.00,122.50,119.18,-3.32
日本 牛乳石碱 无添加 NON ADDITIVE 天然植物性沐浴乳 低敏感婴儿可用 550ml,beauty,11.00,85.80,82.43,-3.37
极洋 调味即食赤贝罐头 65g,snacks,55.00,165.00,161.62,-3.38
HOUSE DIY自家制优格／奶昔 草莓黄桃最新上市 200g,snacks,64.00,198.00,194.25,-3.75
小岛 佃煮胡麻石斑鱼礼盒 70g,snacks,22.00,154.00,150.22,-3.78
日本 宙斯 美容仪 第五代家用电穿孔导入仪,beauty,1.00,1532.93,1529.10,-3.83
Caplico 三兄弟甜筒冰淇淋形雪糕饼干卷 87g/袋,snacks,1.00,4.01,0.00,-4.01
Kracie 草莓香味 网红吐息糖 接吻糖 32g,snacks,119.00,226.61,222.50,-4.09
栗山 面包超人仙贝 甜酱油味 16g×3袋 2岁+,snacks,2.00,9.00,4.80,-4.20
麒麟 午后红茶 白桃青提水果茶 500ml,snacks,12.00,26.49,22.22,-4.27
Marutai 九州名店拉面 元祖长滨屋监修 118g,snacks,19.00,57.00,52.69,-4.31
